89.46.100.244 9009 89.46.100.0/24 AS9009 RO
89.39.16.186 34977 89.39.16.0/21 AS34977 ES
89.33.44.75 205275 89.33.44.0/24 AS205275 RO
89.251.25.207 397283 89.251.25.0/24 AS397283 US
89.234.157.254 197422 89.234.157.0/24 AS197422 FR
89.233.104.28 29802 89.233.104.0/24 AS29802 US
89.232.73.146 28840 89.232.64.0/18 AS28840 RU
89.218.73.13 9198 89.218.64.0/19 AS9198 KZ
89.218.69.66 9198 89.218.64.0/19 AS9198 KZ
89.208.97.186 210644 89.208.97.0/24 AS210644 GB
89.208.104.147 210644 89.208.104.0/22 AS210644 GB
89.208.103.36 210644 89.208.103.0/24 AS210644 GB
89.208.103.230 210644 89.208.103.0/24 AS210644 GB
89.190.156.231 49870 89.190.156.0/24 AS49870 NL
89.185.85.104 210644 89.185.85.0/24 AS210644 GB
89.185.31.10 202662 89.185.31.0/24 AS202662 HK
89.182.200.95 13045 89.182.0.0/16 AS13045 DE
89.182.200.75 13045 89.182.0.0/16 AS13045 DE
89.182.200.70 13045 89.182.0.0/16 AS13045 DE
89.182.200.58 13045 89.182.0.0/16 AS13045 DE
89.182.200.54 13045 89.182.0.0/16 AS13045 DE
89.182.200.23 13045 89.182.0.0/16 AS13045 DE
89.182.200.21 13045 89.182.0.0/16 AS13045 DE
89.182.200.17 13045 89.182.0.0/16 AS13045 DE
89.169.54.43 210644 89.169.54.0/23 AS210644 GB
89.169.53.173 210644 89.169.52.0/23 AS210644 GB
89.169.52.16 210644 89.169.52.0/23 AS210644 GB
89.169.35.106 210644 89.169.34.0/23 AS210644 GB
89.169.169.180 200350 89.169.128.0/18 AS200350 RU
89.165.1.20 39501 89.165.0.0/18 AS39501 IR
89.144.207.144 8447 89.144.192.0/18 AS8447 AT
89.134.209.178 21334 89.134.0.0/15 AS21334 HU
89.117.134.59 46475 89.117.134.0/24 AS46475 US
89.101.28.237 6830 89.101.0.0/16 AS6830 NL
88.80.26.4 33837 88.80.16.0/20 AS33837 SE
88.30.8.252 3352 88.30.0.0/16 AS3352 ES
88.247.36.172 9121 88.247.0.0/17 AS9121 TR
88.214.25.16 35042 88.214.25.0/24 AS35042 DE
88.214.24.69 199912 88.214.24.0/24 AS199912 DE
88.205.172.170 12389 88.205.128.0/17 AS12389 RU
88.175.186.160 12322 88.160.0.0/12 AS12322 FR
88.147.30.59 35612 88.147.0.0/17 AS35612 IT
88.142.46.185 15557 88.142.0.0/16 AS15557 FR
87.64.71.57 5432 87.64.0.0/16 AS5432 BE
87.26.193.7 3269 87.26.0.0/16 AS3269 IT
87.251.236.115 8374 87.251.224.0/19 AS8374 PL
87.251.102.94 12389 87.251.96.0/19 AS12389 RU
87.248.226.146 35807 87.248.224.0/21 AS35807 RU
87.2.47.169 3269 87.2.0.0/16 AS3269 IT
87.240.15.231 8615 87.240.0.0/18 AS8615 RU
87.225.106.84 12389 87.225.104.0/22 AS12389 RU
87.21.10.63 3269 87.21.0.0/16 AS3269 IT
87.205.70.69 12741 87.204.0.0/15 AS12741 PL
87.201.127.149 15802 87.201.96.0/19 AS15802 AE
87.197.161.130 6855 87.197.0.0/16 AS6855 SK
87.13.29.254 3269 87.13.0.0/17 AS3269 IT
87.13.114.114 3269 87.13.0.0/17 AS3269 IT
87.120.186.87 215439 87.120.186.0/24 AS215439 GB
87.120.186.119 215439 87.120.186.0/24 AS215439 GB
87.120.186.102 215439 87.120.186.0/24 AS215439 GB
87.120.127.241 401115 87.120.127.0/24 AS401115 US
87.120.117.228 401115 87.120.117.0/24 AS401115 US
87.120.114.139 401115 87.120.114.0/24 AS401115 US
87.120.113.231 401115 87.120.113.0/24 AS401115 US
87.120.113.180 401115 87.120.113.0/24 AS401115 US
87.120.113.175 401115 87.120.113.0/24 AS401115 US
87.106.52.43 8560 87.106.52.0/24 AS8560 DE
87.106.52.119 8560 87.106.52.0/24 AS8560 DE
87.101.135.122 35753 87.101.128.0/19 AS35753 SA
86.247.53.118 3215 86.247.0.0/16 AS3215 FR
86.124.28.212 8708 86.120.0.0/13 AS8708 RO
86.104.72.7 44477 86.104.72.0/24 AS44477 GB
86.102.131.54 12332 86.102.128.0/18 AS12332 RU
85.94.240.211 47377 85.94.224.0/19 AS47377 BE
85.9.102.65 34918 85.9.96.0/21 AS34918 IR
85.85.196.35 12338 85.85.0.0/16 AS12338 ES
85.5.15.42 3303 85.4.0.0/15 AS3303 CH
85.48.102.89 12479 85.48.100.0/22 AS12479 ES
85.3.245.3 3303 85.2.0.0/15 AS3303 CH
85.3.143.11 3303 85.2.0.0/15 AS3303 CH
85.28.47.62 199785 85.28.47.0/24 AS199785 GB
85.28.47.192 199785 85.28.47.0/24 AS199785 GB
85.247.2.222 3243 85.240.0.0/13 AS3243 PT
85.235.145.92 31034 85.235.128.0/19 AS31034 IT
85.229.216.224 2119 85.224.0.0/13 AS2119 NO
85.216.5.152 3209 85.216.0.0/18 AS3209 DE
85.215.202.202 8560 85.215.128.0/17 AS8560 DE
85.215.178.129 8560 85.215.128.0/17 AS8560 DE
85.192.63.157 210644 85.192.63.0/24 AS210644 GB
85.192.56.68 216246 85.192.56.0/24 AS216246 RU
85.18.236.229 12874 85.18.128.0/17 AS12874 IT
85.18.158.130 12874 85.18.128.0/17 AS12874 IT
85.172.189.189 42548 85.172.184.0/21 AS42548 RU
84.60.230.126 3209 84.56.0.0/13 AS3209 DE
84.54.64.50 8193 84.54.64.0/19 AS8193 UZ
84.33.162.20 35612 84.33.128.0/18 AS35612 IT
84.33.127.25 35612 84.33.64.0/18 AS35612 IT
84.33.117.173 35612 84.33.64.0/18 AS35612 IT
84.247.185.29 51167 84.247.160.0/19 AS51167 DE
84.247.169.146 51167 84.247.160.0/19 AS51167 DE
84.247.143.207 51167 84.247.128.0/20 AS51167 DE
84.247.141.97 51167 84.247.128.0/20 AS51167 DE
84.247.140.68 51167 84.247.128.0/20 AS51167 DE
84.231.240.198 719 84.230.0.0/15 AS719 FI
84.228.34.101 12400 84.228.32.0/19 AS12400 IL
84.22.147.211 33991 84.22.144.0/22 AS33991 RU
84.220.210.241 8612 84.220.0.0/16 AS8612 IT
84.21.173.43 215439 84.21.173.0/24 AS215439 GB
84.21.173.32 215439 84.21.173.0/24 AS215439 GB
84.21.173.136 215439 84.21.173.0/24 AS215439 GB
84.21.173.135 215439 84.21.173.0/24 AS215439 GB
84.21.173.125 215439 84.21.173.0/24 AS215439 GB
84.21.172.172 41745 84.21.172.0/24 AS41745 RU
84.21.171.136 51167 84.21.171.0/24 AS51167 DE
84.207.244.250 13237 84.207.0.0/16 AS13237 DE
84.180.250.114 3320 84.128.0.0/10 AS3320 DE
84.180.178.46 3320 84.128.0.0/10 AS3320 DE
83.67.194.250 9105 83.67.128.0/17 AS9105 GB
83.50.52.100 3352 83.50.0.0/16 AS3352 ES
83.254.251.139 1257 83.248.0.0/13 AS1257 EU
83.235.21.125 6799 83.235.0.0/16 AS6799 GR
83.235.16.111 6799 83.235.0.0/16 AS6799 GR
83.23.24.46 5617 83.16.0.0/13 AS5617 PL
83.229.74.210 44709 83.229.74.0/24 AS44709 IL
83.229.124.127 139659 83.229.124.0/24 AS139659 HK
83.222.191.62 212283 83.222.191.0/24 AS212283 BG
83.212.75.149 5408 83.212.0.0/16 AS5408 GR
83.212.126.31 5408 83.212.0.0/16 AS5408 GR
83.189.104.247 1257 83.189.104.0/21 AS1257 EU
83.171.89.209 12389 83.171.64.0/18 AS12389 RU
83.171.110.159 12389 83.171.96.0/19 AS12389 RU
83.168.110.130 202520 83.168.110.0/24 AS202520 PL
83.143.112.244 215439 83.143.112.0/24 AS215439 GB
83.135.5.206 8881 83.135.0.0/20 AS8881 DE
83.118.88.66 132280 83.118.88.0/21 AS132280 TH
83.118.24.18 132280 83.118.24.0/21 AS132280 TH
82.67.144.161 12322 82.64.0.0/14 AS12322 FR
82.66.250.124 12322 82.64.0.0/14 AS12322 FR
82.66.212.126 12322 82.64.0.0/14 AS12322 FR
82.65.43.136 12322 82.64.0.0/14 AS12322 FR
82.65.0.186 12322 82.64.0.0/14 AS12322 FR
82.64.99.86 12322 82.64.0.0/14 AS12322 FR
82.64.121.96 12322 82.64.0.0/14 AS12322 FR
82.48.39.46 3269 82.48.0.0/16 AS3269 IT
82.43.134.47 5089 82.43.0.0/16 AS5089 GB
8.222.250.222 45102 8.222.192.0/18 AS45102 CN
8.222.243.207 45102 8.222.192.0/18 AS45102 CN
8.222.225.211 45102 8.222.192.0/18 AS45102 CN
8.222.206.205 45102 8.222.192.0/18 AS45102 CN
8.222.187.152 45102 8.222.128.0/18 AS45102 CN
8.222.177.223 45102 8.222.128.0/18 AS45102 CN
8.222.165.81 45102 8.222.128.0/18 AS45102 CN
8.222.161.238 45102 8.222.128.0/18 AS45102 CN
8.222.160.59 45102 8.222.128.0/18 AS45102 CN
8.222.159.11 45102 8.222.128.0/18 AS45102 CN
8.222.157.36 45102 8.222.128.0/18 AS45102 CN
8.222.157.202 45102 8.222.128.0/18 AS45102 CN
8.222.149.187 45102 8.222.128.0/18 AS45102 CN
8.222.138.87 45102 8.222.128.0/18 AS45102 CN
82.212.73.67 47887 82.212.73.0/24 AS47887 JO
8.221.116.216 45102 8.221.64.0/18 AS45102 CN
82.208.85.193 12389 82.208.64.0/18 AS12389 RU
82.207.9.150 6849 82.207.0.0/17 AS6849 UA
82.207.8.218 6849 82.207.0.0/17 AS6849 UA
82.207.8.202 6849 82.207.0.0/17 AS6849 UA
82.200.65.218 21127 82.200.0.0/17 AS21127 RU
82.199.197.245 44395 82.199.197.0/24 AS44395 AM
82.196.9.140 14061 82.196.0.0/20 AS14061 US
8.219.6.49 45102 8.219.0.0/17 AS45102 CN
8.219.57.116 45102 8.219.0.0/17 AS45102 CN
82.194.95.107 16371 82.194.80.0/20 AS16371 ES
8.219.2.93 45102 8.219.0.0/17 AS45102 CN
8.219.230.24 45102 8.219.128.0/17 AS45102 CN
8.219.230.107 45102 8.219.128.0/17 AS45102 CN
8.219.2.225 45102 8.219.0.0/17 AS45102 CN
8.219.186.121 45102 8.219.128.0/17 AS45102 CN
8.219.164.76 45102 8.219.128.0/17 AS45102 CN
8.218.82.142 45102 8.218.0.0/17 AS45102 CN
8.218.160.83 45102 8.218.128.0/17 AS45102 CN
8.218.158.221 45102 8.218.128.0/17 AS45102 CN
8.218.136.206 45102 8.218.128.0/17 AS45102 CN
82.17.38.195 5089 82.16.0.0/15 AS5089 GB
8.217.12.140 45102 8.217.0.0/17 AS45102 CN
8.216.65.167 45102 8.216.64.0/18 AS45102 CN
8.215.76.183 45102 8.215.0.0/17 AS45102 CN
82.156.2.26 45090 82.156.0.0/18 AS45090 CN
8.215.59.18 45102 8.215.0.0/17 AS45102 CN
8.215.48.170 45102 8.215.0.0/17 AS45102 CN
82.146.52.217 29182 82.146.52.0/23 AS29182 RU
8.213.35.41 45102 8.213.0.0/18 AS45102 CN
8.213.26.140 45102 8.213.0.0/18 AS45102 CN
8.213.236.125 45102 8.213.224.0/19 AS45102 CN
8.213.217.51 45102 8.213.192.0/19 AS45102 CN
8.213.197.49 45102 8.213.192.0/19 AS45102 CN
8.211.204.84 45102 8.211.192.0/19 AS45102 CN
8.211.199.38 45102 8.211.192.0/19 AS45102 CN
8.210.61.173 45102 8.210.0.0/17 AS45102 CN
8.210.153.245 45102 8.210.128.0/17 AS45102 CN
8.210.140.25 45102 8.210.128.0/17 AS45102 CN
8.209.221.96 45102 8.209.192.0/19 AS45102 CN
8.209.204.193 45102 8.209.192.0/19 AS45102 CN
81.70.92.249 45090 81.70.64.0/18 AS45090 CN
81.45.181.135 3352 81.45.0.0/16 AS3352 ES
8.140.224.119 37963 8.140.0.0/15 AS37963 CN
8.137.60.94 37963 8.137.0.0/17 AS37963 CN
8.137.117.199 37963 8.137.0.0/17 AS37963 CN
8.136.190.142 37963 8.136.128.0/17 AS37963 CN
8.135.108.147 37963 8.135.0.0/17 AS37963 CN
8.134.156.184 37963 8.134.128.0/17 AS37963 CN
8.130.73.106 37963 8.130.0.0/16 AS37963 CN
81.28.167.30 8439 81.28.160.0/19 AS8439 RU
81.245.243.115 5432 81.245.0.0/16 AS5432 BE
81.234.146.158 3301 81.224.0.0/12 AS3301 SE
81.215.228.18 9121 81.215.128.0/17 AS9121 TR
81.214.12.166 9121 81.214.0.0/17 AS9121 TR
81.211.72.167 3216 81.211.0.0/17 AS3216 RU
81.208.105.234 12874 81.208.64.0/18 AS12874 IT
81.200.153.181 9123 81.200.153.0/24 AS9123 RU
81.192.87.130 6713 81.192.87.0/24 AS6713 MA
81.192.46.49 6713 81.192.32.0/20 AS6713 MA
81.192.46.45 6713 81.192.32.0/20 AS6713 MA
81.192.46.36 6713 81.192.32.0/20 AS6713 MA
81.192.46.29 6713 81.192.32.0/20 AS6713 MA
81.192.46.24 6713 81.192.32.0/20 AS6713 MA
81.181.198.176 211611 81.181.198.0/23 AS211611 RO
81.17.25.50 51852 81.17.16.0/20 AS51852 PA
81.161.238.41 401116 81.161.238.0/24 AS401116 US
81.161.238.223 401116 81.161.238.0/24 AS401116 US
81.158.92.212 2856 81.128.0.0/11 AS2856 GB
81.144.146.82 2856 81.128.0.0/11 AS2856 GB
81.133.106.57 2856 81.128.0.0/12 AS2856 GB
80.89.193.5 34757 80.89.192.0/20 AS34757 RU
80.85.241.43 210644 80.85.241.0/24 AS210644 GB
80.68.7.50 21479 80.68.0.0/21 AS21479 RU
80.67.167.81 2027 80.67.167.0/24 AS2027 FR
80.66.75.57 211849 80.66.75.0/24 AS211849 KZ
80.66.75.106 211849 80.66.75.0/24 AS211849 KZ
80.64.30.213 59425 80.64.30.0/24 AS59425 HK
80.64.30.212 59425 80.64.30.0/24 AS59425 HK
80.253.31.232 39153 80.253.16.0/20 AS39153 RU
80.251.220.43 25820 80.251.208.0/20 AS25820 CA
80.249.113.55 209638 80.249.113.0/24 AS209638 IR
80.245.93.163 202931 80.245.93.0/24 AS202931 MD
80.240.252.168 35516 80.240.240.0/20 AS35516 RU
80.222.145.213 1759 80.220.0.0/14 AS1759 FI
80.210.78.252 203953 80.210.64.0/20 AS203953 DK
80.191.247.45 58224 80.191.240.0/21 AS58224 IR
80.179.226.41 12400 80.179.224.0/19 AS12400 IL
80.11.220.117 3215 80.11.0.0/16 AS3215 FR
80.103.63.114 12479 80.103.62.0/23 AS12479 ES
79.7.97.140 3269 79.6.0.0/15 AS3269 IT
79.76.126.195 31898 79.76.96.0/19 AS31898 US
79.76.116.74 31898 79.76.96.0/19 AS31898 US
79.7.120.56 3269 79.6.0.0/15 AS3269 IT
79.59.252.18 3269 79.59.0.0/16 AS3269 IT
79.41.99.25 3269 79.40.0.0/15 AS3269 IT
79.3.96.178 3269 79.2.0.0/15 AS3269 IT
79.3.128.126 3269 79.2.0.0/15 AS3269 IT
79.25.191.190 3269 79.24.0.0/15 AS3269 IT
79.232.106.206 3320 79.192.0.0/10 AS3320 DE
79.232.101.8 3320 79.192.0.0/10 AS3320 DE
79.194.46.50 3320 79.192.0.0/10 AS3320 DE
79.184.145.181 5617 79.184.0.0/13 AS5617 PL
79.175.176.225 25184 79.175.176.0/24 AS25184 IR
79.148.234.0 3352 79.148.0.0/16 AS3352 ES
79.137.36.161 16276 79.137.0.0/17 AS16276 FR
79.137.206.157 210644 79.137.206.0/24 AS210644 GB
79.137.197.11 210644 79.137.196.0/22 AS210644 GB
79.137.192.108 216246 79.137.192.0/24 AS216246 RU
79.127.85.196 43754 79.127.84.0/22 AS43754 IR
79.117.224.184 57269 79.116.0.0/15 AS57269 ES
79.117.212.214 57269 79.116.0.0/15 AS57269 ES
79.117.113.43 57269 79.116.0.0/15 AS57269 ES
79.1.131.40 3269 79.0.0.0/15 AS3269 IT
79.111.0.58 12714 79.111.0.0/16 AS12714 RU
79.104.0.82 3216 79.104.0.0/17 AS3216 RU
79.10.24.181 3269 79.10.0.0/15 AS3269 IT
79.0.19.81 3269 79.0.0.0/16 AS3269 IT
78.94.208.166 3209 78.94.128.0/17 AS3209 DE
78.71.222.89 3301 78.64.0.0/12 AS3301 SE
78.47.40.196 24940 78.46.0.0/15 AS24940 DE
78.44.171.78 16019 78.44.0.0/16 AS16019 CZ
78.43.142.101 3209 78.43.0.0/16 AS3209 DE
78.245.11.65 51207 78.240.0.0/13 AS51207 FR
78.23.212.3 6848 78.20.0.0/14 AS6848 BE
78.189.114.190 9121 78.189.0.0/17 AS9121 TR
78.187.21.105 9121 78.187.0.0/17 AS9121 TR
78.186.133.164 9121 78.186.128.0/17 AS9121 TR
78.138.56.193 208905 78.138.56.0/24 AS208905 IL
78.135.110.46 203576 78.135.110.0/24 AS203576 TR
78.110.121.88 48715 78.110.121.0/24 AS48715 IR
78.109.200.147 25184 78.109.200.0/24 AS25184 IR
78.100.64.148 8781 78.100.64.0/20 AS8781 QA
77.92.188.118 39273 77.92.188.0/24 AS39273 BH
77.92.151.237 44620 77.92.151.0/24 AS44620 TR
77.91.87.131 210644 77.91.84.0/22 AS210644 GB
77.91.85.134 210644 77.91.84.0/22 AS210644 GB
77.91.78.195 210644 77.91.78.0/24 AS210644 GB
77.91.78.115 210644 77.91.78.0/24 AS210644 GB
77.91.100.124 44477 77.91.100.0/24 AS44477 GB
77.83.85.68 57043 77.83.85.0/24 AS57043 NL
77.82.90.210 34974 77.82.88.0/22 AS34974 RU
77.81.142.34 9009 77.81.142.0/24 AS9009 RO
77.61.64.143 1136 77.60.0.0/14 AS1136 NL
77.55.238.178 15967 77.55.224.0/20 AS15967 PL
77.44.68.90 5413 77.44.0.0/17 AS5413 GB
77.37.136.47 42610 77.37.128.0/17 AS42610 RU
77.26.212.252 12334 77.26.192.0/18 AS12334 ES
77.244.145.228 42713 77.244.145.0/24 AS42713 TJ
77.242.225.38 42739 77.242.224.0/20 AS42739 PL
77.221.158.250 210644 77.221.158.0/23 AS210644 GB
77.221.156.176 210644 77.221.156.0/23 AS210644 GB
77.221.143.87 210644 77.221.140.0/22 AS210644 GB
77.221.138.170 210644 77.221.136.0/22 AS210644 GB
77.181.163.147 6805 77.176.0.0/12 AS6805 DE
